,Unnamed: 0,id,time_created,labeler_id,area,gables,gutters,roof_type,building_type,slope
442,442,607,2020-11-12 12:57:13,1,"MULTIPOLYGON (((48.40397438280538 11.98019928728594, 48.4040589635976 11.98044605051531, 48.40395746663008 11.98053992783083, 48.4038702146891 11.98029450570597, 48.40397438280538 11.98019928728594)))",,"MULTILINESTRING ((48.4038702146891 11.98029450570597, 48.40395746663008 11.98053992783083))",Unknown,Commercial,35.0
443,443,608,2020-11-12 13:03:40,1,"MULTIPOLYGON (((48.40308600123154 11.97768268815689, 48.40316969316211 11.97792408696823, 48.40318037722844 11.97791604034119, 48.40319818400065 11.97796968452148, 48.40318749993808 11.97797773114853, 48.4032569463048 11.97818426124268, 48.40290081008718 11.97846857539825, 48.4028402666822 11.97829154960327, 48.40313942162864 11.97804746858292, 48.40308778191235 11.9778999470871, 48.40278862666216 11.97814134589844, 48.40272808312366 11.9779723667305, 48.40308600123154 11.97768268815689)))","MULTILINESTRING ((48.40308600123154 11.97768268815689, 48.40308778191235 11.9778999470871), (48.40303554388976 11.97813698599364, 48.40309430638177 11.97831669399764), (48.4029830137258 11.9779854411843, 48.40292247041866 11.97781512091185), (48.40313942162864 11.97804746858292, 48.4032569463048 11.97818426124268))","MULTILINESTRING ((48.40278862666216 11.97814134589844, 48.4029830137258 11.9779854411843), (48.4029830137258 11.9779854411843, 48.40308778191235 11.9778999470871), (48.40308778191235 11.9778999470871, 48.40313942162864 11.97804746858292), (48.40313942162864 11.97804746858292, 48.40303554388976 11.97813698599364), (48.40303554388976 11.97813698599364, 48.40284412014952 11.97829791853454))",Unknown,Commercial,35.0
444,444,609,2020-11-12 13:05:08,1,"MULTIPOLYGON (((48.40272540728341 11.97796532461669, 48.40275389837084 11.97804713199164, 48.40274143352206 11.97805651972319, 48.40285984946216 11.97842130014922, 48.40287498531435 11.97841057131316, 48.4029105990664 11.97849640200164, 48.40284204257148 11.97854870507743, 48.40265506984303 11.978021651006, 48.40272540728341 11.97796532461669)))",,,Flat,Commercial,35.0
445,445,610,2020-11-12 13:09:57,1,"MULTIPOLYGON (((48.4021321459827 11.98539295856994, 48.40215262419225 11.98547074263137, 48.40216865061138 11.98557937209648, 48.40198523684647 11.98566117947143, 48.40196742964959 11.98555389111084, 48.40194606100513 11.98547208373588, 48.4021321459827 11.98539295856994)))","MULTILINESTRING ((48.40196742964959 11.98555389111084, 48.40215262419225 11.98547074263137))","MULTILINESTRING ((48.40194606100513 11.98547208373588, 48.4021321459827 11.98539295856994), (48.40198523684647 11.98566117947143, 48.40216865061138 11.98557937209648))",Gabled,Residential,35.0
446,446,638,2020-11-12 23:29:17,1,"MULTIPOLYGON (((48.40338722153255 11.98567486672216, 48.40340591856721 11.98573119311148, 48.40343084793605 11.98583848147207, 48.40328305221374 11.98592431216055, 48.40326079378463 11.98581970600897, 48.40324120635893 11.98576337961966, 48.40338722153255 11.98567486672216)))","MULTILINESTRING ((48.40340591856721 11.98573119311148, 48.40326079378463 11.98581970600897))","MULTILINESTRING ((48.40338722153255 11.98567486672216, 48.40324120635893 11.98576337961966), (48.40328305221374 11.98592431216055, 48.40343084793605 11.98583848147207))",Gabled,Residential,35.0
447,447,613,2020-11-12 13:25:32,1,"MULTIPOLYGON (((48.41259050570473 11.98551094320285, 48.41265459819501 11.98568662789332, 48.41260830918235 11.98570808556544, 48.41256291030209 11.98577111747729, 48.41249970787186 11.9855927505778, 48.41254688715821 11.98553240087496, 48.41259050570473 11.98551094320285)))","MULTILINESTRING ((48.41254688715821 11.98553240087496, 48.41260830918235 11.98570808556544))","MULTILINESTRING ((48.41249970787186 11.9855927505778, 48.41256291030209 11.98577111747729), (48.41265459819501 11.98568662789332, 48.41259050570473 11.98551094320285))",Gabled,Residential,35.0
448,448,615,2020-11-12 13:29:52,1,"MULTIPOLYGON (((48.4126352576147 11.98410065942373, 48.41266819401443 11.98410870605077, 48.41266374315087 11.98416100912656, 48.41263436744147 11.98414759808149, 48.41262012466715 11.98414357476797, 48.41259876049821 11.984148939186, 48.41259787032432 11.98410736494627, 48.4126352576147 11.98410065942373)))","MULTILINESTRING ((48.4126352576147 11.98410065942373, 48.41263436744147 11.98414759808149))","MULTILINESTRING ((48.41266819401443 11.98410870605077, 48.41266374315087 11.98416100912656), (48.41259787032432 11.98410736494627, 48.41259876049821 11.984148939186))",Gabled,Residential,35.0
449,449,616,2020-11-12 13:32:37,1,"MULTIPOLYGON (((48.41262012466715 11.98414357476797, 48.41267531539536 11.98416369133558, 48.41267086453238 11.98435010486211, 48.41261567379937 11.9843299882945, 48.41255781248264 11.98434474044408, 48.41256226335552 11.98416100912656, 48.41262012466715 11.98414357476797)))",,"MULTILINESTRING ((48.41267531539536 11.98416369133558, 48.41267086453238 11.98435010486211), (48.41255781248264 11.98434474044408, 48.41256226335552 11.98416100912656))",Gabled,Residential,35.0
450,450,617,2020-11-12 13:34:49,1,"MULTIPOLYGON (((48.41231018322006 11.98374794893827, 48.41236537428468 11.98373856120672, 48.41242234564339 11.98375733666982, 48.41241522422708 11.98393570356931, 48.4123609233946 11.98392229252424, 48.41230484214612 11.9839330213603, 48.41231018322006 11.98374794893827)))",,"MULTILINESTRING ((48.41241522422708 11.98393570356931, 48.41242234564339 11.98375733666982), (48.41230484214612 11.9839330213603, 48.41231018322006 11.98374794893827))",Gabled,Residential,35.0
451,451,614,2020-11-12 13:28:37,1,"MULTIPOLYGON (((48.4127150452992 11.98470046172096, 48.41275463324291 11.98480859398842, 48.41276044404364 11.98480372676803, 48.41283652892401 11.98500573635101, 48.41280851325828 11.98501964459373, 48.41278002780323 11.98505451331092, 48.41273818976222 11.98494722495033, 48.41271059443974 11.98497672924949, 48.41266163495974 11.98501830348922, 48.41263849046188 11.98494588384582, 48.4126144557799 11.98489760408355, 48.4126660858235 11.98485334763481, 48.41263403959569 11.98476885805084, 48.41267498754987 11.98472191939308, 48.4127150452992 11.98470046172096)))","MULTILINESTRING ((48.41267498754987 11.98472191939308, 48.41275154233226 11.9849244261737, 48.41273818976222 11.98494722495033), (48.41275154233226 11.9849244261737, 48.41276845558257 11.98491369733764, 48.41280851325828 11.98501964459373), (48.41263849046188 11.98494588384582, 48.41272839787532 11.98486675867988), (48.4126660858235 11.98485334763481, 48.41272839787532 11.98486675867988, 48.41271059443974 11.98497672924949))","MULTILINESTRING ((48.41276044404364 11.98480372676803, 48.41283652892401 11.98500573635101), (48.41278002780323 11.98505451331092, 48.41273818976222 11.98494722495033), (48.41266163495974 11.98501830348922, 48.41271059443974 11.98497672924949), (48.4126660858235 11.98485334763481, 48.4126144557799 11.98489760408355), (48.4126660858235 11.98485334763481, 48.41263403959569 11.98476885805084))",Complex,Residential,35.0
452,452,618,2020-11-12 13:35:38,1,"MULTIPOLYGON (((48.41243480811961 11.98393168025579, 48.41242946705876 11.98406176739301, 48.41233599840292 11.98405237966146, 48.41233955911676 11.98393168025579, 48.41241522422708 11.98393704467382, 48.41241611440415 11.98393033915128, 48.41243480811961 11.98393168025579)))",,,Flat,Residential,35.0
453,453,621,2020-11-12 22:54:44,1,"MULTIPOLYGON (((48.40457067019849 11.98428948386897, 48.40462854060356 11.98447857960452, 48.40458402491318 11.9845121072172, 48.40452615445745 11.98432569369067, 48.40457067019849 11.98428948386897)))",,,Flat,Residential,35.0
454,454,624,2020-11-12 23:03:20,1,"MULTIPOLYGON (((48.40440138267036 11.98457958461683, 48.40447705959257 11.98482903005522, 48.4044200793322 11.98485451104086, 48.40436576996211 11.98490681411665, 48.40428742191622 11.98465468646925, 48.40433995073306 11.98460104228895, 48.40440138267036 11.98457958461683)))","MULTILINESTRING ((48.40433995073306 11.98460104228895, 48.4044200793322 11.98485451104086))","MULTILINESTRING ((48.40440138267036 11.98457958461683, 48.40447705959257 11.98482903005522), (48.40436576996211 11.98490681411665, 48.40428742191622 11.98465468646925))",Gabled,Residential,35.0
455,455,625,2020-11-12 23:03:44,1,"MULTIPOLYGON (((48.40428042686585 11.98439409002055, 48.40430624612513 11.98447992070903, 48.40425193663351 11.98452149494876, 48.4042252270262 11.98443700536479, 48.40428042686585 11.98439409002055)))",,,Flat,Residential,35.0
456,456,626,2020-11-12 23:04:25,1,"MULTIPOLYGON (((48.40430294979841 11.98448704291097, 48.40433945286913 11.98460237789861, 48.40429493692574 11.98464797545187, 48.40425843382306 11.98451788831465, 48.40430294979841 11.98448704291097)))",,,Flat,Residential,35.0
457,457,627,2020-11-12 23:06:45,1,"MULTIPOLYGON (((48.40408777388309 11.98458514158128, 48.40416256095035 11.98482654039262, 48.40411804485215 11.98484665696023, 48.40407174806865 11.9848949367225, 48.40399696086785 11.98464683238862, 48.40404236739573 11.98460257593988, 48.40408777388309 11.98458514158128)))","MULTILINESTRING ((48.40404236739573 11.98460257593988, 48.40411804485215 11.98484665696023))","MULTILINESTRING ((48.40408777388309 11.98458514158128, 48.40416256095035 11.98482654039262), (48.40407174806865 11.9848949367225, 48.40399696086785 11.98464683238862))",Gabled,Residential,35.0
458,458,629,2020-11-12 23:10:01,1,"MULTIPOLYGON (((48.40383937319194 11.98475680295823, 48.40391505095035 11.98500490729211, 48.40387053463552 11.98501831833719, 48.40382512795422 11.98506928030847, 48.4037485597332 11.98482117597459, 48.40379396648284 11.98477289621232, 48.40383937319194 11.98475680295823)))","MULTILINESTRING ((48.40379396648284 11.98477289621232, 48.40387053463552 11.98501831833719))","MULTILINESTRING ((48.40383937319194 11.98475680295823, 48.40391505095035 11.98500490729211), (48.40382512795422 11.98506928030847, 48.4037485597332 11.98482117597459))",Gabled,Residential,35.0
459,459,631,2020-11-12 23:13:51,1,"MULTIPOLYGON (((48.40354907869293 11.98547043637747, 48.40362475688329 11.98572524623389, 48.4035615433438 11.98575877384657, 48.40350189105842 11.98581510023589, 48.40342265134731 11.98556163148398, 48.40348675539279 11.98550262288565, 48.40354907869293 11.98547043637747)))","MULTILINESTRING ((48.4035615433438 11.98575877384657, 48.40348675539279 11.98550262288565))","MULTILINESTRING ((48.40362475688329 11.98572524623389, 48.40354907869293 11.98547043637747), (48.40350189105842 11.98581510023589, 48.40342265134731 11.98556163148398))",Gabled,Residential,35.0
460,460,632,2020-11-12 23:15:41,1,"MULTIPOLYGON (((48.40363404437307 11.98660692998725, 48.403681231885 11.98680004903633, 48.40362870238783 11.98681211897689, 48.4035779535001 11.98685503432113, 48.40352987555976 11.98666325637657, 48.40358062449545 11.98661765882331, 48.40363404437307 11.98660692998725)))","MULTILINESTRING ((48.40358062449545 11.98661765882331, 48.40362870238783 11.98681211897689))","MULTILINESTRING ((48.40363404437307 11.98660692998725, 48.403681231885 11.98680004903633), (48.4035779535001 11.98685503432113, 48.40352987555976 11.98666325637657))",Gabled,Residential,35.0
461,461,633,2020-11-12 23:18:47,1,"MULTIPOLYGON (((48.40203580889082 11.98627981068421, 48.40209012074877 11.98625432969857, 48.40212662540758 11.98636966468621, 48.40207053287226 11.98639380456734, 48.40201622099342 11.98644476653862, 48.40197882589558 11.98632674934197, 48.40203580889082 11.98627981068421)))","MULTILINESTRING ((48.40203580889082 11.98627981068421, 48.40207053287226 11.98639380456734))","MULTILINESTRING ((48.40209012074877 11.98625432969857, 48.40212662540758 11.98636966468621), (48.40201622099342 11.98644476653862, 48.40197882589558 11.98632674934197))",Gabled,Residential,35.0
462,462,634,2020-11-12 23:20:41,1,"MULTIPOLYGON (((48.40348215643482 11.98591383251772, 48.40353290541816 11.9859111503087, 48.40357524993239 11.9861912727356, 48.4035275634223 11.98619546446428, 48.40348126610133 11.98622496876344, 48.40343407840391 11.98594333681688, 48.40348215643482 11.98591383251772)))","MULTILINESTRING ((48.40348215643482 11.98591383251772, 48.4035275634223 11.98619546446428))","MULTILINESTRING ((48.40353290541816 11.9859111503087, 48.40357524993239 11.9861912727356), (48.40348126610133 11.98622496876344, 48.40343407840391 11.98594333681688))",Gabled,Commercial,35.0
463,463,635,2020-11-12 23:22:11,1,"MULTIPOLYGON (((48.40222036908771 11.98573850706656, 48.40225420258817 11.98586322978575, 48.40221769802093 11.98588200524886, 48.40217674164599 11.98591553286154, 48.40214201773705 11.98578678682883, 48.40218208378371 11.98575191811163, 48.40222036908771 11.98573850706656)))","MULTILINESTRING ((48.40218208378371 11.98575191811163, 48.40221769802093 11.98588200524886))","MULTILINESTRING ((48.40222036908771 11.98573850706656, 48.40225420258817 11.98586322978575), (48.40217674164599 11.98591553286154, 48.40214201773705 11.98578678682883))",Gabled,Residential,35.0
464,464,637,2020-11-12 23:24:54,1,"MULTIPOLYGON (((48.4020102447388 11.98613681510527, 48.40205031088925 11.98611938074667, 48.40206633734059 11.98617034271796, 48.40212955273834 11.98613815620978, 48.40215893451615 11.9862320335253, 48.40209393843943 11.98626422003348, 48.4020894866503 11.9862494678839, 48.40205298196482 11.98626958445151, 48.40203695550929 11.98627897218306, 48.40200045078613 11.98630713537772, 48.40197463035636 11.98621728137572, 48.40198086287509 11.98621057585318, 48.40196928819685 11.98617034271796, 48.4020102447388 11.98613681510527)))","MULTILINESTRING ((48.4020102447388 11.98613681510527, 48.40205298196482 11.98626958445151))","MULTILINESTRING ((48.40212955273834 11.98613815620978, 48.40215893451615 11.9862320335253), (48.40200045078613 11.98630713537772, 48.40197463035636 11.98621728137572))",Gabled,Residential,35.0
465,465,640,2020-11-12 23:34:26,1,"MULTIPOLYGON (((48.40035711823064 12.00181277641605, 48.40045595122321 12.00196700343441, 48.40041588381692 12.0020193065102, 48.40037937793039 12.00207697400402, 48.40027876400994 12.00191872367214, 48.40031794113537 12.00186507949184, 48.40035711823064 12.00181277641605)))","MULTILINESTRING ((48.40031794113537 12.00186507949184, 48.40041588381692 12.0020193065102))","MULTILINESTRING ((48.40035711823064 12.00181277641605, 48.40045595122321 12.00196700343441), (48.40037937793039 12.00207697400402, 48.40027876400994 12.00191872367214))",Gabled,Residential,35.0
466,466,641,2020-11-13 13:46:37,1,"MULTIPOLYGON (((48.40626476397214 11.98695200174458, 48.40634221868866 11.98722156375058, 48.40636013173258 11.98728829622269, 48.40630215591898 11.98733153432019, 48.40624784855859 11.98736237972386, 48.40615169767992 11.98702576249249, 48.40620689542878 11.98698016493924, 48.40626476397214 11.98695200174458)))","MULTILINESTRING ((48.40629948506654 11.98725240915425, 48.40628969193975 11.98726045578129, 48.40630760500216 11.98732316493988), (48.40634221868866 11.98722156375058, 48.40629948506654 11.98725240915425, 48.40621857652164 11.98697313666344))","MULTILINESTRING ((48.40626476397214 11.98695200174458, 48.40634221868866 11.98722156375058), (48.40624784855859 11.98736237972386, 48.40615169767992 11.98702576249249), (48.40634221868866 11.98722156375058, 48.40636013173258 11.98728829622269))",Gabled,Commercial,35.0
467,467,1661,2020-12-20 18:15:12,6,"MULTIPOLYGON (((48.40326928098654 11.99058854366893, 48.4032381191746 11.99063280011768, 48.40327106166093 11.99068376208896, 48.40327551334664 11.99068242098445, 48.40331557850045 11.99075081731433, 48.40333961757758 11.99071326638812, 48.40330191731837 11.99064776301384, 48.40330133311602 11.99063950564021, 48.40326928098654 11.99058854366893)))",,,Flat,Residential,
468,468,1663,2020-12-20 18:18:17,6,"MULTIPOLYGON (((48.40347256051269 11.9901613530433, 48.40349036718265 11.99019488065598, 48.40350995451237 11.99023913710473, 48.40345831517227 11.99030485122559, 48.40343427615121 11.99026327698586, 48.40341409961129 11.99023202061653, 48.40347256051269 11.9901613530433)))","MULTILINESTRING ((48.40349036718265 11.99019488065598, 48.40343427615121 11.99026327698586))","MULTILINESTRING ((48.40350995451237 11.99023913710473, 48.40345831517227 11.99030485122559), (48.40347256051269 11.9901613530433, 48.40341409961129 11.99023202061653))",Gabled,Residential,30.0
