,Unnamed: 0,id,time_created,labeler_id,area,gables,gutters,roof_type,building_type,slope,image_centroid
389,389,425,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40293394271534 11.97961134722137, 48.40295709165044 11.97967437913322, 48.40298113092919 11.97975082209015, 48.40286538625369 11.97983397056961, 48.40284134697494 11.97975752761269, 48.40281730769618 11.97970254232788, 48.40293394271534 11.97961134722137)))","MULTILINESTRING ((48.40295709165044 11.97967437913322, 48.40284134697494 11.97975752761269))","MULTILINESTRING ((48.40293394271534 11.97961134722137, 48.40281730769618 11.97970254232788), (48.40298113092919 11.97975082209015, 48.40286538625369 11.97983397056961))",Gabled,Residential,35.0,POINT (48.402901 11.979724)
390,390,426,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.4029419899362 11.97963151901436, 48.40299834859223 11.97958270281029, 48.4030171348109 11.97962937324715, 48.40303449648219 11.97968690663052, 48.40297769265511 11.97973304062557, 48.40295908450486 11.97967617779446, 48.4029419899362 11.97963151901436)))","MULTILINESTRING ((48.4030171348109 11.97962937324715, 48.40295908450486 11.97967617779446))","MULTILINESTRING ((48.40299834859223 11.97958270281029, 48.4029419899362 11.97963151901436), (48.40303449648219 11.97968690663052, 48.40297769265511 11.97973304062557))",Gabled,Residential,35.0,POINT (48.402989 11.979657)
391,391,427,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.40244358354877 11.97793153984642, 48.40247652661512 11.97802273495293, 48.40251125038778 11.97813136441803, 48.4022699646855 11.97831643684006, 48.40223435055971 11.97821048958397, 48.40220318819964 11.97812465889549, 48.40244358354877 11.97793153984642)))","MULTILINESTRING ((48.40247652661512 11.97802273495293, 48.40223435055971 11.97821048958397))","MULTILINESTRING ((48.40244358354877 11.97793153984642, 48.40220318819964 11.97812465889549), (48.40251125038778 11.97813136441803, 48.4022699646855 11.97831643684006))",Gabled,Industrial,35.0,POINT (48.402359 11.978126)
392,392,428,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.40221911377142 11.9789827901783, 48.40226986397452 11.97913165277862, 48.40230992992433 11.97907934970283, 48.40235622835522 11.97906862086677, 48.4023028070888 11.97892109937096, 48.40226007007567 11.97893316931152, 48.40221911377142 11.9789827901783)))","MULTILINESTRING ((48.40226007007567 11.97893316931152, 48.40226007007567 11.97893316931152, 48.40230992992433 11.97907934970283))","MULTILINESTRING ((48.4023028070888 11.97892109937096, 48.40235622835522 11.97906862086677), (48.40221911377142 11.9789827901783, 48.40226986397452 11.97913165277862))",Gabled,Residential,35.0,POINT (48.402285 11.979019)
393,393,429,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.40237323906036 11.97906273483753, 48.40238703953302 11.97909586011887, 48.4024010180763 11.97914051889896, 48.40235133637472 11.97917806982517, 48.40233717976083 11.97913475214958, 48.4023238244647 11.97910484551907, 48.40237323906036 11.97906273483753)))","MULTILINESTRING ((48.40238703953302 11.97909586011887, 48.40233717976083 11.97913475214958))","MULTILINESTRING ((48.40237323906036 11.97906273483753, 48.4023238244647 11.97910484551907), (48.4024010180763 11.97914051889896, 48.40235133637472 11.97917806982517))",Gabled,Residential,35.0,POINT (48.402363 11.97912)
394,394,430,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.40221419289264 11.97955733002472, 48.40235486904078 11.9799690491085, 48.40230500914017 11.97998380125809, 48.40225871066104 11.98004415096092, 48.40211447309143 11.97962304414558, 48.40216077157056 11.97956135333824, 48.40221419289264 11.97955733002472)))","MULTILINESTRING ((48.40216077157056 11.97956135333824, 48.40230500914017 11.97998380125809))","MULTILINESTRING ((48.40211447309143 11.97962304414558, 48.40225871066104 11.98004415096092), (48.40221419289264 11.97955733002472, 48.40235486904078 11.9799690491085))",Gabled,Residential,35.0,POINT (48.402232 11.979788)
395,395,431,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40235340311577 11.98004272023773, 48.40237922336763 11.9801174197588, 48.40235010880777 11.98012519816494, 48.40232589119223 11.98015577534771, 48.40230069418782 11.98007960061169, 48.40232295302564 11.98004768232441, 48.40235340311577 11.98004272023773)))","MULTILINESTRING ((48.40232295302564 11.98004768232441, 48.40235010880777 11.98012519816494))","MULTILINESTRING ((48.40230069418782 11.98007960061169, 48.40232589119223 11.98015577534771), (48.40235340311577 11.98004272023773, 48.40237922336763 11.9801174197588))",Gabled,Residential,35.0,POINT (48.402338 11.980091)
396,396,432,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40217186394536 11.9794907901783, 48.40220391676696 11.97948810796928, 48.402227066027 11.97956186871719, 48.40221638175314 11.9795632098217, 48.40221371068467 11.97955516319466, 48.40219234213694 11.97955382209015, 48.40216117967149 11.97955918650818, 48.4021487146853 11.97952565889549, 48.40217186394536 11.9794907901783)))","MULTILINESTRING ((48.40219234213694 11.97955382209015, 48.40217186394536 11.9794907901783))","MULTILINESTRING ((48.40220391676696 11.97948810796928, 48.402227066027 11.97956186871719), (48.4021487146853 11.97952565889549, 48.40216117967149 11.97955918650818))",Gabled,Residential,35.0,POINT (48.402187 11.979527)
397,397,433,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.40277871038797 11.98033639384842, 48.40280007869836 11.98038869692421, 48.40282411804753 11.98046916319466, 48.40272172822696 11.98054694725609, 48.40269857922405 11.98046513988113, 48.40267453987487 11.98041820122337, 48.40271371511057 11.98038869692421, 48.40272974134336 11.98036992146111, 48.40274843861494 11.98036187483406, 48.40277871038797 11.98033639384842)))","MULTILINESTRING ((48.40280007869836 11.98038869692421, 48.40269857922405 11.98046513988113))","MULTILINESTRING ((48.40282411804753 11.98046916319466, 48.40272172822696 11.98054694725609), (48.40277871038797 11.98033639384842, 48.40274843861494 11.98036187483406))",Gabled,Residential,35.0,POINT (48.402752 11.980441)
398,398,434,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40273861388494 11.98053841116047, 48.40275107874467 11.98057770552254, 48.40268341236329 11.98062732638931, 48.40267032426057 11.98058146061516, 48.40265848264383 11.98055088343239, 48.40269943861151 11.98051829459286, 48.4027015754446 11.98052379312134, 48.40270835988969 11.98051805319404, 48.40271751265811 11.98054578723526, 48.40272000563006 11.9805530291996, 48.40273861388494 11.98053841116047)))","MULTILINESTRING ((48.40271751265811 11.98054578723526, 48.40267032426057 11.98058146061516))","MULTILINESTRING ((48.40275107874467 11.98057770552254, 48.40268341236329 11.98062732638931), (48.40269943861151 11.98051829459286, 48.40265848264383 11.98055088343239))",Gabled,Residential,35.0,POINT (48.402703 11.980571)
399,399,435,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.4029392032668 11.98086602943039, 48.40295896889251 11.98091162698364, 48.40298478885401 11.98100952761269, 48.4028752766035 11.98108865277863, 48.40285123732899 11.98099410491085, 48.40283111556589 11.98095253067112, 48.4029392032668 11.98086602943039)))","MULTILINESTRING ((48.40295896889251 11.98091162698364, 48.40285123732899 11.98099410491085))","MULTILINESTRING ((48.40298478885401 11.98100952761269, 48.4028752766035 11.98108865277863), (48.4029392032668 11.98086602943039, 48.40283111556589 11.98095253067112))",Gabled,Residential,35.0,POINT (48.40291 11.980976)
400,400,436,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.4025464780551 11.98057466501236, 48.40260969292085 11.98075437301636, 48.40255627190754 11.98076510185242, 48.40250997369601 11.98082813376427, 48.40244853953071 11.98064976686478, 48.40249483774224 11.98058941716194, 48.4025464780551 11.98057466501236)))","MULTILINESTRING ((48.40249483774224 11.98058941716194, 48.40255627190754 11.98076510185242))","MULTILINESTRING ((48.4025464780551 11.98057466501236, 48.40260969292085 11.98075437301636), (48.40244853953071 11.98064976686478, 48.40250997369601 11.98082813376427))",Gabled,Residential,35.0,POINT (48.402526 11.98069)
401,401,437,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40259292978563 11.98078369692421, 48.4026142981733 11.98084672883606, 48.40257921840353 11.98085879877663, 48.40254574126284 11.98089769080734, 48.40252437287516 11.98083331779099, 48.40255678159647 11.98079710796928, 48.40259292978563 11.98078369692421)))","MULTILINESTRING ((48.40255678159647 11.98079710796928, 48.40257921840353 11.98085879877663))","MULTILINESTRING ((48.40252437287516 11.98083331779099, 48.40254574126284 11.98089769080734), (48.40259292978563 11.98078369692421, 48.4026142981733 11.98084672883606))",Gabled,Residential,35.0,POINT (48.402568 11.980836)
402,402,438,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40250436842338 11.98052006134224, 48.40252573684677 11.98057906994057, 48.40249368421169 11.98058845767212, 48.40246519298051 11.98062869080734, 48.40244382455712 11.980567, 48.40247142543733 11.98052676686478, 48.40250436842338 11.98052006134224)))","MULTILINESTRING ((48.40249368421169 11.98058845767212, 48.40247142543733 11.98052676686478))","MULTILINESTRING ((48.40244382455712 11.980567, 48.40246519298051 11.98062869080734), (48.40250436842338 11.98052006134224, 48.40252573684677 11.98057906994057))",Gabled,Residential,35.0,POINT (48.402483 11.980567)
403,403,439,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.40270580241272 11.97876639136696, 48.40274764879334 11.97889781960869, 48.40276990750643 11.97888306745911, 48.40282688981196 11.97909362086678, 48.40274942949038 11.97915665277863, 48.40274141635367 11.97915531167412, 48.40252773270795 11.97932429084206, 48.40246718900833 11.97912848958397, 48.40245383378047 11.97913519510651, 48.4024102067028 11.97900376686478, 48.40270580241272 11.97876639136696)))","MULTILINESTRING ((48.40246718900833 11.97912848958397, 48.402679091957 11.97896219262505), (48.40274764879334 11.97889781960869, 48.402679091957 11.97896219262505), (48.40274141635367 11.97915531167412, 48.402679091957 11.97896219262505))",,Flat,Industrial,35.0,POINT (48.402623 11.979044)
404,404,440,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.40318945957689 11.98007325148583, 48.40328561629303 11.98034951901436, 48.40327048051364 11.98036158895493, 48.4033239009115 11.98051313376427, 48.40317966583729 11.98063249206543, 48.40307282504158 11.98051447486877, 48.40297043594568 11.98058823561668, 48.4028778405894 11.98031867361069, 48.40318945957689 11.98007325148583)))","MULTILINESTRING ((48.40327048051364 11.98036158895493, 48.40307282504158 11.98051447486877))",,Flat,Industrial,35.0,POINT (48.403112 11.980375)
405,405,441,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40336967210503 11.98072329176521, 48.40337689273574 11.98076097680187, 48.40338725625502 11.98081801397657, 48.40338228817619 11.98082070959663, 48.40338366819809 11.9808261142478, 48.40322864277042 11.98090152455425, 48.4032161780565 11.98084251595592, 48.40321059564533 11.98081728978014, 48.40321297284434 11.98081609619713, 48.40320958956485 11.98080469680881, 48.40336967210503 11.98072329176521)))","MULTILINESTRING ((48.40337689273574 11.98076097680187, 48.4032161780565 11.98084251595592))","MULTILINESTRING ((48.40336967210503 11.98072329176521, 48.40320958956485 11.98080469680881), (48.40338366819809 11.9808261142478, 48.40322864277042 11.98090152455425))",Gabled,Residential,35.0,POINT (48.403298 11.980811)
406,406,442,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.40312425850348 11.98063579629517, 48.40315274938794 11.98070955704308, 48.40316343346961 11.98070151041603, 48.40317055619072 11.98072296808815, 48.4031812402724 11.98075515459633, 48.40316966585058 11.98076320122337, 48.4032061697963 11.98086780737495, 48.40314562666682 11.98088390062904, 48.40308953523805 11.98095632027245, 48.40308063183665 11.98093486260033, 48.40307172843526 11.98094290922737, 48.40305748299303 11.9808932883606, 48.40304590857122 11.98086512516594, 48.40305507907465 11.9808578832016, 48.40303611482969 11.98079941104507, 48.40302810176843 11.9808047754631, 48.40301296598606 11.98076051901436, 48.40300263804045 11.98073329459286, 48.40301002786361 11.98072779606438, 48.40300673360509 11.98071894477463, 48.40306460571414 11.98064920734024, 48.40312425850348 11.98063579629517)))","MULTILINESTRING ((48.40305748299303 11.9808932883606, 48.40312069714292 11.98084098528481), (48.40315274938794 11.98070955704308, 48.4031269295239 11.98073101471519, 48.40311891646265 11.98076588343239), (48.40305507907465 11.9808578832016, 48.40308419319721 11.98083562086678, 48.40312069714292 11.98084098528481), (48.40308063183665 11.98093486260033, 48.40310912272111 11.98090804051018, 48.40312069714292 11.98084098528481), (48.40306460571414 11.98064920734024, 48.40314562666682 11.98088390062904), (48.40317055619072 11.98072296808815, 48.40311891646265 11.98076588343239), (48.40301296598606 11.98076051901436, 48.40307618013595 11.98071223925209), (48.40303611482969 11.98079941104507, 48.40306371537401 11.98077795337296, 48.40307618013595 11.98071223925209), (48.40316966585058 11.98076320122337, 48.40314562666682 11.98077795337296, 48.40311891646265 11.98076588343239), (48.40301002786361 11.98072779606438, 48.40303878585011 11.98070553372955, 48.40307618013595 11.98071223925209))","MULTILINESTRING ((48.4031812402724 11.98075515459633, 48.40316966585058 11.98076320122337), (48.4032061697963 11.98086780737495, 48.40316966585058 11.98076320122337), (48.40303611482969 11.98079941104507, 48.40302810176843 11.9808047754631), (48.40305507907465 11.9808578832016, 48.40304590857122 11.98086512516594), (48.40305507907465 11.9808578832016, 48.40303611482969 11.98079941104507), (48.40300263804045 11.98073329459286, 48.40301002786361 11.98072779606438), (48.40316343346961 11.98070151041603, 48.40315274938794 11.98070955704308), (48.40307172843526 11.98094290922737, 48.40308063183665 11.98093486260033))",Gabled,Residential,35.0,POINT (48.403102 11.980786)
407,407,443,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.40316958746457 11.98141807605743, 48.40318561357196 11.98133492757797, 48.40323547257271 11.98120618154526, 48.40319807832215 11.98117667724609, 48.40313539843549 11.98117667724609, 48.40312159817636 11.98117667724609, 48.40309836032065 11.98123970915794, 48.40308589557046 11.98127323677063, 48.40307432115957 11.98133358647346, 48.4030511723378 11.98132285763741, 48.40304226894481 11.98136309077263, 48.40297015146158 11.98131883432388, 48.4029576867114 11.98140198280334, 48.4029567963721 11.98145160367012, 48.40295857705069 11.98149854232788, 48.40296837078298 11.98155755092621, 48.40298172587246 11.98161119510651, 48.40300131333705 11.98165411045074, 48.40301636007121 11.98168683340073, 48.4030321190768 11.98171244849682, 48.40306034283257 11.98174865831852, 48.40309479896345 11.98177480985641, 48.40313219321401 11.98179626752853, 48.4031428772856 11.98179894973755, 48.40315979373229 11.98172518898964, 48.40317581983967 11.9817359178257, 48.40316691644668 11.98176810433388, 48.40326378536242 11.98181101967812, 48.40328835872707 11.98170936395645, 48.4032878245235 11.9816822736454, 48.40329156394855 11.98165545155525, 48.40327108614467 11.98164740492821, 48.40327375716257 11.98163265277863, 48.40337006516455 11.98168004741192, 48.40337706323145 11.98164515187263, 48.40337760633842 11.98153071542501, 48.40331560310963 11.98149451901436, 48.40321410442953 11.98144087483406, 48.40319006526845 11.98143148710251, 48.40316958746457 11.98141807605743)))",,,Flat,Public,35.0,POINT (48.40315 11.98152)
408,408,446,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.40515011474957 11.99574212268448, 48.40515634688843 11.9958172245369, 48.40516524994393 11.9959084196434, 48.40501033677818 11.99594060615158, 48.40500321433378 11.99584806994057, 48.40499520158383 11.99574882820702, 48.4050690969445 11.99573809937096, 48.40507176786115 11.99575553372955, 48.40515011474957 11.99574212268448)))","MULTILINESTRING ((48.40515634688843 11.9958172245369, 48.40500321433378 11.99584806994057))","MULTILINESTRING ((48.40501033677818 11.99594060615158, 48.40516524994393 11.9959084196434), (48.4050690969445 11.99573809937096, 48.40499520158383 11.99574882820702))",Gabled,Residential,35.0,POINT (48.405078 11.995836)
